,Organic Phase Initial Conditions,,,,,,,Aqueous Phase Initial Conditions,,,,External Conditions,Results,Log_D
929,1,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,0.1,toluene,,1,0,Eu(III),5,HNO3,1.5,298.15,1.75,0.243038049
930,1,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,0.1,toluene,,1,0,Gd(III),5,HNO3,1.5,298.15,2.93,0.46686762
931,1,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,0.1,toluene,,1,0,Dy(III),5,HNO3,1.5,298.15,3.84,0.584331224
932,1,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,0.1,toluene,,1,0,Er(III),5,HNO3,1.5,298.15,4.75,0.67669361
933,1,CCCCCCCCN(CC(C)C)C(=O)COCC(=O)N(CCCCCCCC)CC(C)C,0.1,toluene,,1,0,Lu(III),5,HNO3,1.5,298.15,4.23,0.626340367
934,1,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,0.1,toluene,,1,0,La(III),5,HNO3,1.5,298.15,0.52,-0.283996656
935,1,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,0.1,toluene,,1,0,Nd(III),5,HNO3,1.5,298.15,0.91,-0.040958608
936,1,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,0.1,toluene,,1,0,Sm(III),5,HNO3,1.5,298.15,1.43,0.155336037
937,1,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,0.1,toluene,,1,0,Eu(III),5,HNO3,1.5,298.15,1.22,0.086359831
938,1,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,0.1,toluene,,1,0,Gd(III),5,HNO3,1.5,298.15,2.34,0.369215857
939,1,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,0.1,toluene,,1,0,Dy(III),5,HNO3,1.5,298.15,2.95,0.469822016
940,1,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,0.1,toluene,,1,0,Er(III),5,HNO3,1.5,298.15,3.35,0.525044807
941,1,CCCCCCCCN(CC(CC)CCCC)C(=O)COCC(=O)N(CCCCCCCC)CC(CC)CCCC,0.1,toluene,,1,0,Lu(III),5,HNO3,1.5,298.15,3.4,0.531478917
942,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,La(III),0.5,HCl,3,298.15,0.08,-1.096910013
943,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Ce(III),0.5,HCl,3,298.15,0.37,-0.431798276
944,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Pr(III),0.5,HCl,3,298.15,0.34,-0.468521083
945,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Nd(III),0.5,HCl,3,298.15,0.85,-0.070581074
946,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Sm(III),0.5,HCl,3,298.15,5.99,0.777426822
947,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Eu(III),0.5,HCl,3,298.15,12.57,1.099335278
948,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Gd(III),0.5,HCl,3,298.15,17.92,1.253338005
949,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Tb(III),0.5,HCl,3,298.15,36.15,1.558108302
950,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Dy(III),0.5,HCl,3,298.15,48.8,1.688419822
951,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Ho(III),0.5,HCl,3,298.15,61.61,1.789651209
952,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Er(III),0.5,HCl,3,298.15,94.69,1.976304117
953,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Tm(III),0.5,HCl,3,298.15,83.58,1.922102367
954,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Yb(III),0.5,HCl,3,298.15,97.35,1.988335956
955,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Lu(III),0.5,HCl,3,298.15,123.26,2.090822163
956,1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,La(III),0.5,HCl,3,298.15,0.04,-1.397940009
957,1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Ce(III),0.5,HCl,3,298.15,0.05,-1.301029996
958,1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Pr(III),0.5,HCl,3,298.15,0.07,-1.15490196
959,1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Nd(III),0.5,HCl,3,298.15,0.08,-1.096910013
960,1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Sm(III),0.5,HCl,3,298.15,0.11,-0.958607315
961,1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Eu(III),0.5,HCl,3,298.15,0.1,-1
962,1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Gd(III),0.5,HCl,3,298.15,0.12,-0.920818754
963,1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Tb(III),0.5,HCl,3,298.15,0.19,-0.721246399
964,1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Dy(III),0.5,HCl,3,298.15,0.24,-0.619788758
965,1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Ho(III),0.5,HCl,3,298.15,0.25,-0.602059991
966,1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Er(III),0.5,HCl,3,298.15,0.27,-0.568636236
967,1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Tm(III),0.5,HCl,3,298.15,0.22,-0.657577319
968,1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Yb(III),0.5,HCl,3,298.15,0.2,-0.698970004
969,1,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Lu(III),0.5,HCl,3,298.15,0.2,-0.698970004
970,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,La(III),0.5,HCl,3,298.15,4.15,0.618048097
971,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Ce(III),0.5,HCl,3,298.15,12.01,1.079543007
972,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Pr(III),0.5,HCl,3,298.15,17.45,1.241795431
973,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Nd(III),0.5,HCl,3,298.15,48.22,1.683227206
974,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Sm(III),0.5,HCl,3,298.15,259.09,2.413450651
975,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Gd(III),0.5,HCl,3,298.15,217.72,2.337898326
976,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Tb(III),0.5,HCl,3,298.15,337.21,2.527900445
977,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Dy(III),0.5,HCl,3,298.15,307.68,2.488099267
978,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Ho(III),0.5,HCl,3,298.15,268.01,2.428150999
979,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Er(III),0.5,HCl,3,298.15,332.02,2.521164245
980,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Tm(III),0.5,HCl,3,298.15,340.96,2.532703432
981,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Yb(III),0.5,HCl,3,298.15,395.21,2.596827925
982,1,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Lu(III),0.5,HCl,3,298.15,696.65,2.843014641
983,1,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,La(III),0.5,HCl,3,298.15,0.78,-0.107905397
984,1,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Ce(III),0.5,HCl,3,298.15,3.83,0.583198774
985,1,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Pr(III),0.5,HCl,3,298.15,4.64,0.666517981
986,1,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Nd(III),0.5,HCl,3,298.15,11.65,1.066325925
987,1,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Sm(III),0.5,HCl,3,298.15,40.89,1.611617111
988,1,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Eu(III),0.5,HCl,3,298.15,48.29,1.683857205
989,1,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Gd(III),0.5,HCl,3,298.15,60.24,1.779884963
990,1,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Tb(III),0.5,HCl,3,298.15,76.16,1.881726935
991,1,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Dy(III),0.5,HCl,3,298.15,65.72,1.817697555
992,1,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Ho(III),0.5,HCl,3,298.15,61.62,1.789721694
993,1,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Er(III),0.5,HCl,3,298.15,78.33,1.893928127
994,1,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Tm(III),0.5,HCl,3,298.15,85.01,1.929470016
995,1,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Yb(III),0.5,HCl,3,298.15,78.01,1.892150278
996,1,CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Lu(III),0.5,HCl,3,298.15,88.47,1.946796027
997,1,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,La(III),0.5,HCl,3,298.15,0.14,-0.853871964
998,1,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Ce(III),0.5,HCl,3,298.15,0.22,-0.657577319
999,1,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Pr(III),0.5,HCl,3,298.15,0.61,-0.214670165
1000,1,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Nd(III),0.5,HCl,3,298.15,0.6,-0.22184875
1001,1,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Sm(III),0.5,HCl,3,298.15,2.66,0.424881637
1002,1,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Eu(III),0.5,HCl,3,298.15,5.89,0.770115295
1003,1,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Gd(III),0.5,HCl,3,298.15,7.79,0.891537458
1004,1,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Tb(III),0.5,HCl,3,298.15,14.9,1.173186268
1005,1,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Dy(III),0.5,HCl,3,298.15,21.15,1.325310372
1006,1,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Ho(III),0.5,HCl,3,298.15,18.87,1.2757719
1007,1,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Er(III),0.5,HCl,3,298.15,37.59,1.575072326
1008,1,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Tm(III),0.5,HCl,3,298.15,39.01,1.59117595
1009,1,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Yb(III),0.5,HCl,3,298.15,43.76,1.641077313
1010,1,CCCCCCC(CCCC)CCCN(C)C(=O)COCC(=O)N(C)CCCC(CCCC)CCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Lu(III),0.5,HCl,3,298.15,51.97,1.715752717
1011,1,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.1,Isopar L,Exxal 13,0.7,0.3,La(III),0.5,HCl,3,298.15,0.66,-0.180456064
1012,1,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.1,Isopar L,Exxal 13,0.7,0.3,Ce(III),0.5,HCl,3,298.15,1.03,0.012837225
1013,1,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.1,Isopar L,Exxal 13,0.7,0.3,Pr(III),0.5,HCl,3,298.15,1.5,0.176091259
1014,1,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.1,Isopar L,Exxal 13,0.7,0.3,Nd(III),0.5,HCl,3,298.15,2.66,0.424881637
1015,1,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.1,Isopar L,Exxal 13,0.7,0.3,Sm(III),0.5,HCl,3,298.15,8.37,0.922725458
1016,1,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.1,Isopar L,Exxal 13,0.7,0.3,Eu(III),0.5,HCl,3,298.15,10.84,1.035029282
1017,1,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.1,Isopar L,Exxal 13,0.7,0.3,Gd(III),0.5,HCl,3,298.15,12.01,1.079543007
1018,1,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.1,Isopar L,Exxal 13,0.7,0.3,Tb(III),0.5,HCl,3,298.15,15.46,1.18920949
1019,1,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.1,Isopar L,Exxal 13,0.7,0.3,Dy(III),0.5,HCl,3,298.15,16.72,1.223236273
1020,1,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.1,Isopar L,Exxal 13,0.7,0.3,Ho(III),0.5,HCl,3,298.15,18.26,1.261500773
1021,1,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.1,Isopar L,Exxal 13,0.7,0.3,Er(III),0.5,HCl,3,298.15,19.37,1.287129621
1022,1,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.1,Isopar L,Exxal 13,0.7,0.3,Tm(III),0.5,HCl,3,298.15,18.49,1.266936911
1023,1,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.1,Isopar L,Exxal 13,0.7,0.3,Yb(III),0.5,HCl,3,298.15,18.54,1.26810973
1024,1,CC(C)CCCC(C)CCCCN(C)C(=O)COCC(=O)N(C)CCCCC(C)CCCC(C)C,0.1,Isopar L,Exxal 13,0.7,0.3,Lu(III),0.5,HCl,3,298.15,19.03,1.279438788
1025,1,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,La(III),0.5,HCl,3,298.15,0.73,-0.13667714
1026,1,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Ce(III),0.5,HCl,3,298.15,1.65,0.217483944
1027,1,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Pr(III),0.5,HCl,3,298.15,4.89,0.689308859
1028,1,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Nd(III),0.5,HCl,3,298.15,10.35,1.01494035
1029,1,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Sm(III),0.5,HCl,3,298.15,61.94,1.791971201
1030,1,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Eu(III),0.5,HCl,3,298.15,122.94,2.089693209
1031,1,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Gd(III),0.5,HCl,3,298.15,177.46,2.249100477
1032,1,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Tb(III),0.5,HCl,3,298.15,431.26,2.634739179
1033,1,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Dy(III),0.5,HCl,3,298.15,217.44,2.337339439
1034,1,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Ho(III),0.5,HCl,3,298.15,187.25,2.272421826
1035,1,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Er(III),0.5,HCl,3,298.15,253.44,2.40387516
1036,1,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Tm(III),0.5,HCl,3,298.15,319.54,2.504525231
1037,1,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Yb(III),0.5,HCl,3,298.15,327.64,2.515396917
1038,1,CCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Lu(III),0.5,HCl,3,298.15,627.21,2.797412974
1039,1,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,La(III),0.5,HCl,3,298.15,0.34,-0.468521083
1040,1,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Ce(III),0.5,HCl,3,298.15,0.87,-0.060480747
1041,1,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Pr(III),0.5,HCl,3,298.15,2.84,0.45331834
1042,1,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Nd(III),0.5,HCl,3,298.15,5.86,0.767897616
1043,1,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Sm(III),0.5,HCl,3,298.15,38.47,1.585122186
1044,1,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Eu(III),0.5,HCl,3,298.15,79.93,1.902709813
1045,1,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Gd(III),0.5,HCl,3,298.15,110.63,2.043872912
1046,1,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Tb(III),0.5,HCl,3,298.15,317.31,2.501483759
1047,1,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Dy(III),0.5,HCl,3,298.15,169.51,2.229195324
1048,1,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Ho(III),0.5,HCl,3,298.15,112.74,2.05207803
1049,1,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Er(III),0.5,HCl,3,298.15,221.79,2.345941961
1050,1,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Tm(III),0.5,HCl,3,298.15,251.5,2.400537989
1051,1,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Yb(III),0.5,HCl,3,298.15,276.92,2.442354323
1052,1,CCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,Lu(III),0.5,HCl,3,298.15,471.58,2.673555378
1053,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,0.1,Isopar L,Exxal 13,0.7,0.3,La(III),0.5,HCl,3,298.15,3.69,0.567026366
1054,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,0.1,Isopar L,Exxal 13,0.7,0.3,Ce(III),0.5,HCl,3,298.15,9.13,0.960470778
1055,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,0.1,Isopar L,Exxal 13,0.7,0.3,Pr(III),0.5,HCl,3,298.15,22.3,1.348304863
1056,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,0.1,Isopar L,Exxal 13,0.7,0.3,Nd(III),0.5,HCl,3,298.15,70.54,1.848435455
1057,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,0.1,Isopar L,Exxal 13,0.7,0.3,Sm(III),0.5,HCl,3,298.15,3913.18,3.592529825
1058,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,0.1,Isopar L,Exxal 13,0.7,0.3,Eu(III),0.5,HCl,3,298.15,1047.55,3.020174761
1059,1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,0.1,Isopar L,Exxal 13,0.7,0.3,Ho(III),0.5,HCl,3,298.15,912.57,2.960266188
1060,1,CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,Isopar L,Exxal 13,0.7,0.3,La(III),0.5,HCl,3,298.15,0.34,-0.468521083
