Extractants_count,SMILES_canonical,Extractant_conc_M,Solvent_A,Solvent_B,Volume_fraction_A,Volume_fraction_B,Metal,Metal_conc_mM,Acid_type,Acid_conc_M,Temperature_K,,Log_D
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Er(III),0.0001,HNO3,0.016,298.15,,-0.886056648
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Gd(III),0.0001,HNO3,0.016,298.15,,-1.301029996
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,La(III),0.0001,HNO3,0.016,298.15,,-0.552841969
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Lu(III),0.0001,HNO3,0.016,298.15,,-0.494850022
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Nd(III),0.0001,HNO3,0.016,298.15,,-1.301029996
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Pr(III),0.0001,HNO3,0.016,298.15,,-1
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Sm(III),0.0001,HNO3,0.016,298.15,,-1.397940009
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Tb(III),0.0001,HNO3,0.016,298.15,,-1.22184875
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Tm(III),0.0001,HNO3,0.016,298.15,,-0.795880017
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Yb(III),0.0001,HNO3,0.016,298.15,,-0.638272164
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Ce(III),0.0001,HNO3,0.016,298.15,,-0.958607315
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Er(III),0.0001,HNO3,0.016,298.15,,-1.22184875
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Dy(III),0.0001,HNO3,0.016,298.15,,-1.522878745
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Eu(III),0.0001,HNO3,0.016,298.15,,-2
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Ho(III),0.0001,HNO3,0.016,298.15,,-1.397940009
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,La(III),0.0001,HNO3,0.016,298.15,,-0.744727495
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Lu(III),0.0001,HNO3,0.016,298.15,,-0.886056648
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Pr(III),0.0001,HNO3,0.016,298.15,,-1.301029996
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Tb(III),0.0001,HNO3,0.016,298.15,,-1.698970004
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Tm(III),0.0001,HNO3,0.016,298.15,,-1.15490196
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Yb(III),0.0001,HNO3,0.016,298.15,,-1.045757491
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Ce(III),0.0001,HNO3,0.016,298.15,,-1.22184875
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Er(III),0.0001,HNO3,0.016,298.15,,-1.397940009
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Dy(III),0.0001,HNO3,0.016,298.15,,-1.698970004
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Eu(III),0.0001,HNO3,0.016,298.15,,-2
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Gd(III),0.0001,HNO3,0.016,298.15,,-2
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Ho(III),0.0001,HNO3,0.016,298.15,,-1.522878745
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,La(III),0.0001,HNO3,0.016,298.15,,-0.958607315
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Lu(III),0.0001,HNO3,0.016,298.15,,-1.045757491
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Nd(III),0.0001,HNO3,0.016,298.15,,-1.698970004
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Pr(III),0.0001,HNO3,0.016,298.15,,-1.698970004
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Sm(III),0.0001,HNO3,0.016,298.15,,-2
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Tb(III),0.0001,HNO3,0.016,298.15,,-2
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Tm(III),0.0001,HNO3,0.016,298.15,,-1.301029996
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.1,n-dodecane,,1,0,Yb(III),0.0001,HNO3,0.016,298.15,,-1.22184875
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Ce(III),0.0001,HNO3,0.016,298.15,,0.100370545
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Ce(III),0.0001,HNO3,0.016,298.15,,0.491361694
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Ce(III),0.0001,HNO3,0.016,298.15,,1.407560849
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Ce(III),0.0001,HNO3,0.016,298.15,,0.809559715
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Er(III),0.0001,HNO3,0.016,298.15,,0.330413773
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Er(III),0.0001,HNO3,0.016,298.15,,0.761927838
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Er(III),0.0001,HNO3,0.016,298.15,,0.985426474
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Dy(III),0.0001,HNO3,0.016,298.15,,0.029383778
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Dy(III),0.0001,HNO3,0.016,298.15,,0.587710965
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Dy(III),0.0001,HNO3,0.016,298.15,,0.859738566
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Eu(III),0.0001,HNO3,0.016,298.15,,-0.318758763
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Eu(III),0.0001,HNO3,0.016,298.15,,-0.013228266
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Eu(III),0.0001,HNO3,0.016,298.15,,0.615950052
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Eu(III),0.0001,HNO3,0.016,298.15,,0.264817823
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Gd(III),0.0001,HNO3,0.016,298.15,,-0.15490196
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Gd(III),0.0001,HNO3,0.016,298.15,,0.164352856
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Gd(III),0.0001,HNO3,0.016,298.15,,0.761175813
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Gd(III),0.0001,HNO3,0.016,298.15,,0.421603927
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Ho(III),0.0001,HNO3,0.016,298.15,,0.190331698
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Ho(III),0.0001,HNO3,0.016,298.15,,0.696356389
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Ho(III),0.0001,HNO3,0.016,298.15,,0.936513742
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,La(III),0.0001,HNO3,0.016,298.15,,0.029383778
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,La(III),0.0001,HNO3,0.016,298.15,,0.658964843
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,La(III),0.0001,HNO3,0.016,298.15,,1.493736802
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,La(III),0.0001,HNO3,0.016,298.15,,-1.698970004
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Lu(III),0.0001,HNO3,0.016,298.15,,0.641474111
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Lu(III),0.0001,HNO3,0.016,298.15,,0.952792443
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Lu(III),0.0001,HNO3,0.016,298.15,,1.110926242
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Nd(III),0.0001,HNO3,0.016,298.15,,-0.107905397
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Nd(III),0.0001,HNO3,0.016,298.15,,0.44870632
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Nd(III),0.0001,HNO3,0.016,298.15,,1.003460532
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Nd(III),0.0001,HNO3,0.016,298.15,,0.57863921
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Pr(III),0.0001,HNO3,0.016,298.15,,-0.040958608
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Pr(III),0.0001,HNO3,0.016,298.15,,1.025305865
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Pr(III),0.0001,HNO3,0.016,298.15,,0.718501689
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Sm(III),0.0001,HNO3,0.016,298.15,,-0.366531544
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Sm(III),0.0001,HNO3,0.016,298.15,,0.599883072
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Tb(III),0.0001,HNO3,0.016,298.15,,-0.096910013
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Tb(III),0.0001,HNO3,0.016,298.15,,0.450249108
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Tb(III),0.0001,HNO3,0.016,298.15,,0.773054693
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Tm(III),0.0001,HNO3,0.016,298.15,,0.390935107
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Tm(III),0.0001,HNO3,0.016,298.15,,0.805500858
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Tm(III),0.0001,HNO3,0.016,298.15,,1.023663918
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Yb(III),0.0001,HNO3,0.016,298.15,,0.462397998
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Yb(III),0.0001,HNO3,0.016,298.15,,0.887054378
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Yb(III),0.0001,HNO3,0.016,298.15,,1.039810554
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,La(III),0.01,citric acid,1,298.15,,-1.703653586
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Ce(III),0.01,citric acid,1,298.15,,-1.878213802
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Nd(III),0.01,citric acid,1,298.15,,-1.634641407
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Sm(III),0.01,citric acid,1,298.15,,-1.192151556
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Eu(III),0.01,citric acid,1,298.15,,-0.956698241
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Gd(III),0.01,citric acid,1,298.15,,-0.713125846
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Tb(III),0.01,citric acid,1,298.15,,-0.380243572
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Dy(III),0.01,citric acid,1,298.15,,-0.197564276
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Ho(III),0.01,citric acid,1,298.15,,-0.043301759
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Er(III),0.01,citric acid,1,298.15,,0.0135318
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Tm(III),0.01,citric acid,1,298.15,,-0.01488498
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Yb(III),0.01,citric acid,1,298.15,,-0.100135318
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Lu(III),0.01,citric acid,1,298.15,,-0.112313938
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,La(III),0.01,citric acid,2,298.15,,-1.760487145
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Ce(III),0.01,citric acid,2,298.15,,-1.918809202
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Nd(III),0.01,citric acid,2,298.15,,-1.382949932
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Sm(III),0.01,citric acid,2,298.15,,-0.794316644
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Eu(III),0.01,citric acid,2,298.15,,-0.48985115
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Gd(III),0.01,citric acid,2,298.15,,-0.250338295
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Tb(III),0.01,citric acid,2,298.15,,0.094722598
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Dy(III),0.01,citric acid,2,298.15,,0.309878214
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Ho(III),0.01,citric acid,2,298.15,,0.460081191
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Er(III),0.01,citric acid,2,298.15,,0.50473613
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Tm(III),0.01,citric acid,2,298.15,,0.451962111
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Yb(III),0.01,citric acid,2,298.15,,0.326116373
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Lu(III),0.01,citric acid,2,298.15,,0.236806495
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,La(III),0.01,citric acid,3,298.15,,-1.468200271
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Ce(III),0.01,citric acid,3,298.15,,-1.48849797
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Nd(III),0.01,citric acid,3,298.15,,-0.895805142
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Sm(III),0.01,citric acid,3,298.15,,-0.258457375
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Eu(III),0.01,citric acid,3,298.15,,0.070365359
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Gd(III),0.01,citric acid,3,298.15,,0.285520974
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Tb(III),0.01,citric acid,3,298.15,,0.581867388
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Dy(III),0.01,citric acid,3,298.15,,0.728010825
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Ho(III),0.01,citric acid,3,298.15,,0.788903924
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Er(III),0.01,citric acid,3,298.15,,0.813261164
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Tm(III),0.01,citric acid,3,298.15,,0.784844384
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Yb(III),0.01,citric acid,3,298.15,,0.671177267
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Lu(III),0.01,citric acid,3,298.15,,0.565629229
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,La(III),0.01,lactic acid,1,298.15,,-1.663513514
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Ce(III),0.01,lactic acid,1,298.15,,-1.663513514
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Nd(III),0.01,lactic acid,1,298.15,,-1.37972973
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Sm(III),0.01,lactic acid,1,298.15,,-0.966216216
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Eu(III),0.01,lactic acid,1,298.15,,-0.718918919
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Gd(III),0.01,lactic acid,1,298.15,,-0.577027027
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Tb(III),0.01,lactic acid,1,298.15,,-0.337837838
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Dy(III),0.01,lactic acid,1,298.15,,-0.240540541
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Ho(III),0.01,lactic acid,1,298.15,,-0.155405405
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Er(III),0.01,lactic acid,1,298.15,,-0.151351351
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Tm(III),0.01,lactic acid,1,298.15,,-0.2
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Yb(III),0.01,lactic acid,1,298.15,,-0.297297297
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Lu(III),0.01,lactic acid,1,298.15,,-0.313513514
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,La(III),0.01,lactic acid,2,298.15,,-1.558108108
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Ce(III),0.01,lactic acid,2,298.15,,-1.525675676
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Nd(III),0.01,lactic acid,2,298.15,,-1.22972973
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Sm(III),0.01,lactic acid,2,298.15,,-0.759459459
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Eu(III),0.01,lactic acid,2,298.15,,-0.512162162
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Gd(III),0.01,lactic acid,2,298.15,,-0.321621622
1,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.2,n-dodecane,,1,0,Tb(III),0.01,lactic acid,2,298.15,,-0.102702703
